Unnamed: 0,Nama Pelanggan,Produk,Ulasan,Rating,label
98,Carla,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,jadi rapih deh 😁,5,1
430,f***n,Meja Rias Lampu LED / Meja Rias Kaca Sliding Minimalis / Meja Kosmetik,"kode buat pemasangannya cuman ada dikit yg ketempey kode jadi lama pasangnya,harus nyocokin",3,0
99,Cits,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,⭐⭐⭐⭐⭐,5,1
434,Marcel,Homedoki Meja Belajar Minimalis/ Meja Komputer/ Meja Kantor/ Meja kayu,"Bagian laci2 tidak sesuai, bagian laci pertama dr atas dan laci kedua hanya panjang setengah bagian saja. Lantai laci hanya dr bahan karton. Penutup bagian belakang dr ba...",1,0
100,M***N,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,Mantap Jiwa langsung order lagi,5,1
440,Anestasya,Meja Rias / Meja rias flip-top / Meja Rias Minimalis Kaki Kayu Solid,Kaki meja rusak.. gk bisa dipasang.. gk nempel,1,0
101,M***a,Kursi Lipat Portable/ Bangku Lipat Camping/ Kursi Makan kayu Minimalis,sandaran kursi nya ada yg terkelupas. overall baguslah sesuai harga,4,1
451,alzevin,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,gak usah ribet2 buat kategori kalo pembeli pilih tapi dikirim tidak sesuai yang dipilih,3,0
102,M***a,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,Tidak ada ulasan,5,1
103,M***a,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,Tidak ada ulasan,5,1
452,Yanto,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,Tidak ada ulasan,2,0
104,Fadil,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,mantap build qualitynya cukup aja sih gak terlalu kokoh agak goyang dikit dikit,5,1
460,Candra,"Kabinet penyimpanan kayu / Lemari Multifungsi/ 4,5,6 Tier Laci Kabinet",banyak baut yang kurang,3,0
461,M,Rak Sudut Besar Rak Minimalis Kayu Serbaguna Rak Buku Multifungsi,Ada kendala saat pengiriman barang. Gagang laci tidak ada dalam paket namun sudah dikirim kembali oleh penjual. Saat pengiriman terjadi benturan yang menyebabkan ujung le...,3,0
105,B***o,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,Barang nya bagus banget.. cepet sampe juga.. rakitnya jg gampang.. makaaassii,5,1
463,a***d,Kursi Lipat Camping /Kursi Lipat Outdoor /Portable Kursi /Bangku Lipat,.,2,0
106,A***a,"Kabinet penyimpanan kayu / Lemari Multifungsi/ 4,5,6 Tier Laci Kabinet","respon toko cepat, pengirimannya jg tepat waktu, lebih cepat dr yg saya kira. Barang s
esuai ekspektasi, kokoh, rapi, dan gampang perakitannya..worth to buy! 👍🏻",5,1
469,g***a,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"beli meja sma kursi, kursi dtg waktu meja udh sampai namun orderan sudah otomatis selesai dari tokopedia. Gaada foto kursi nya soalnya yg buka karyawan kantor. Tapi kursi...",1,0
107,Syahidal,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,Tidak ada ulasan,4,1
475,Christina,Storage Box Organizer Tempat Penyimpanan Serbaguna Rumah Portable,"barangnya gak sampe ditujuan,dikomplain tidak bisa,kasih tuh bintang 7",2,0
110,suci,Kursi Lipat Portable/ Bangku Lipat Camping/ Kursi Makan kayu Minimalis,Tidak ada ulasan,5,1
478,David,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,HATI HATI YANG MAU BELI. KOK BISA JUAL BARANG DENGAN KUALITAS SEHANCUR INI. BARU KALI INI BELI BARANG TERUS LGSG DIBUANG,1,0
112,l***y,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"Bangku kokoh, desain dan konstruksi bagus, packaging baik, pemasangan menantang, pembelian ke dua",5,1
487,tava,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,"Packing pake karung doang banyak lecet, pesannya hitam putih, malah datang full hitam",1,0
113,Devidha,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,barang bagus ok pokok nya,5,1
491,Imam,Lemari Dinding Dapur / Lemari Kabinet Dapur / Kitchen Set Minimalis,"belang, warna putihnya ga rata",3,0
114,Budi,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,pas untuk TV 43,5,1
115,Julita,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,Barang bagus dan cepat sampai. Puas 🤩,5,1
498,Lumine,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,"kondisi meja patah , kursi tidak datang , sudah tidak bisa dipakai",1,0
499,L***e,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"kondisi meja patah , kursi tidak datang , sudah tidak bisa dipakai .",1,0
116,Bond,"Kabinet penyimpanan kayu / Lemari Multifungsi/ 4,5,6 Tier Laci Kabinet","material bagus, sambungan2x l3ngkap..good quality",5,1
503,Dwi,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,Barang banyak yg kurang,1,0
118,Amien,Rak Sudut Besar Rak Minimalis Kayu Serbaguna Rak Buku Multifungsi,"sampai dengan cepat, kurir pun ramah, blm dibuka, semoga bagus dan bermanfaat🙏🙏",5,1
119,Fk,Rak Susun Serbaguna / Rak Buku / Rak Ruang Tamu / Rak Kamar Tidur,Tidak ada ulasan,4,1
506,D***n,Kursi Lipat Portable/ Bangku Lipat Camping/ Kursi Makan kayu Minimalis,Tidak ada ulasan,1,0
120,Gutomo,Rak Sepatu Susun / Tempat Sepatu Sandal Lipat / Rak Kayu Serbaguna,"bagus, murah n cepat kirimnya.. tks gan...",5,1
507,D***n,Meja Lipat Portable/ Meja Makan portable/ Meja Lipat Besi/ Meja Kayu,Tidak ada ulasan,1,0
121,Rifqi,Homedoki Meja Belajar / Meja komputer / Meja Kerja / Meja Kantor Kayu,bagus dan kokoh kayunya,5,1
519,syaeful,Rak Buku Kayu Minimalis / Buku Rak Pajangan/ Rak Penyimpanan Buku,kemasannya kurang aman ygy. cuman Alhamdulillah brgnya sesuai. minus beberapa ttik gompel aja. tapi secara fungsi masih oke,3,0
122,A***i,Lemari Dapur Minimalis/Kabinet Dapur/Lemari Piring/Lemari Multifungsi,"produk bagus, tapi utk ibu rumah tangga tanpa ketrampilan bertukang, instalasi agak sulit, akan lebih baik ada petunjuk video utk setiap produk...maturnuwun",5,1
535,Stefanus,Kursi Bar / Kursi Cafe /Kursi Santai / Kursi Kantor / Bangku Kerja,Tidak ada ulasan,1,0
123,Sahrul,Meja Rias Minimalis / Meja Belajar / Meja Kantor / Meja Kosmet,"keren banget nih barang, asli gak nyesel. anak seneng bgt punya meja belajar nya dan fungsi nya. semoga awet san thanks jg pengirimannya dan semoga seller tokopedia makin...",5,1
543,Gardika,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,pengiriman sangat lama,1,0
124,G***s,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"Baguss plstik putih musti rajin lap, belkang agak belek but oke",5,1
548,Donny,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"dr pengiriman bnyk drama , pas sampe barangnya nya ga bisa di skrup, ad bagian yg patah, baut nya ad yg kurang , pas kursi diangkat jg ga mengunci sempurna",1,0
125,Eka,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"kualitas bagus, Layanan Bagus.",5,1
552,e***a,Rak Sepatu Kayu/Rak Sepatu Minimalis/Rak Sepatu Susun/Rak Multifungsi,Barang tidak sampai,1,0
126,Istiqfha,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,Bagus raknya… trimakasih🙏🏻,5,1
553,e***a,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,Kualitas barang biasa aja,3,0
555,a***s,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,Tidak ada ulasan,1,0
127,yuana,Kursi Lipat Portable/ Bangku Lipat Camping/ Kursi Makan kayu Minimalis,kursi nya bagus cocok bgt buat duduk2 di balkon...recommended...!,5,1
128,Andi,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,"Barangnya mantap, gak susah dirakitnya, seller responsif dan tanggung jawab.. pokoknya puas",5,1
556,Dian,Meja Rias Putih / Meja Rias Minimalis / Dressing Table Meja Kosmetik,"ada bbrp yg retak , sdh kirim bukti video tp lama nunggu g ada ke pastian kapan barang yg akn d ganti akan d kirim,hanya d suruh tjnggu.",3,0
557,Hendry,Lemari Sepatu Susun Minimalis / Rak Sepatu Kapasitas Besar/ Rak Sepatu,Tidak ada ulasan,3,0
129,Azwar,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,"mantab...lumayan bagus,sesuai haegalah...",5,1
558,Agus,Kursi Lipat Camping /Kursi Lipat Outdoor /Portable Kursi /Bangku Lipat,Barang tidak kami terima & dana komplen blom kami terima,1,0
132,Sabichul,Meja kerja/belajar/komputer/laptop/desktop/studi dengan kursi gratis,Ada beberapa kendala tapi sudah terselesaikan dengan baik. Pelayanan Mantap,5,1
559,Agus,Meja Lipat Camping /Aluminium Meja Portabel / Meja Lipat Outdoor,Barang tidak kami terima & dana komplen blom kami terima,1,0
133,Edi,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"susah pasangnya, hasilnya lumayan",4,1
134,Edi,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"agak goyang, lumayan lah",4,1
562,Mirza,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"Kualitas barang agak ngelucu nih, lubang2nya ada yg salah posisi akhirnya ngebor sendiri, besinya bengkok2 dan agak ringkih, ga tau apa bnran kuat buat microwave?

Positi...",2,0
135,donny,Meja anak-anak / Meja Belajar / Meja Tulis/ Meja belajar minimalis,bagus,5,1
571,R***n,Rak Sudut Besar Rak Minimalis Kayu Serbaguna Rak Buku Multifungsi,"Barang ga nyampe, harus komplain sana sini dulu untuk balikin dana. Wasting time bgt",1,0
136,f***n,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,"Barang sampai, tidak ada kerusakan parah walaupun ada garis putih di bagian atas meja. overall build quality nya terasa bagus",5,1
572,R***n,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,"Barang ga nyampe, harus komplain sana sini dulu untuk balikin dana. Wasting time bgt",1,0
137,M***d,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,cepat sampai. admin responsif. barang sesuai dan kualitas bagus. terimakasih,5,1
577,R***y,Homedoki Ultrasonic Cleaning Machine / Pembersih Cuci Peralatan Kecil,"Kotoran nya tidak hilang sedikitpun 😭, alatnya cm bergetar dan ada sinar UV tp ga efek bersihin kotoran",2,0
138,NKE,Homedoki Meja Belajar / Meja komputer / Meja Kerja / Meja Kantor Kayu,Bagus banget seperti di photo dan berkualitas,5,1
586,K***a,Lemari Dapur Minimalis/Kabinet Dapur/Lemari Piring/Lemari Multifungsi,Saya minta warna kayu tapi yg dikirim putih…saya harus minta tolong orang lain utk merakit. Pada saat merakit saya pun lagi pergi ternyata setelah dirakit dan difoto warn...,1,0
596,Anwar,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"pemasangan cukup sulit, di bagian besi tengah lubang baut tertutup sebagian (solusi cari baut lain yg ujungnya lebih kecil) di meja (papan utama) lobang baut 1 tdk pas (s...",3,0
139,Yaya,Rak Mesin Cuci/Rak Serbaguna/Rak Laundry/Rak Cuci/Toilet Organizer,"mantabs, barang sesuai",5,1
140,A***a,Meja Rias LED Minimalis / Meja Rias LED / Meja Lantai / Meja Kamar LED,"Barang di terima dengan baik, sudah di rakit, sesuai deskripsi. Barang bagus. Terima kasih seller, sukses selalu ya 👍🏼",5,1
599,Nancy,"Kabinet penyimpanan kayu / Lemari Multifungsi/ 4,5,6 Tier Laci Kabinet","ada pilihan kurir toko, ternyata hrs order kurir sndiri dan dijanjikan biaya kurir toko akan di refund, ternyata prosesnya lama Dan sampai bataa waktu refund blm diterima",3,0
601,N***y,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"pengiriman dgn kurir toko, ternyata harus order kurir sendiri Dan katanya akan di refund tapi proses refund lama tidak sesuai dgn janji",3,0
142,arasi,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,Sip,5,1
607,ANDI,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"Dikirim photo dari orang rumah, waktu terima dari JNE Trucking kondisi packing udh begini. blm sempat unboxing karena lagi diluar kota. Tolong diperbaiki lagi packingnya...",3,0
143,arasi,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,Sip,5,1
627,A***n,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,tolong lain kali sebelum dikirim cek lagi kelengkapan nya....sorry,2,0
144,H***s,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"Saya beli 2 meja. Awalnya barang yg datang terdapat beberapa problem. Yg meja 1 ada part yg rusak, yg 1 lgi tdk sampai. Sy ajukan komplain dan penjual sangat responsif se...",5,1
634,iriandani,"Kabinet penyimpanan kayu / Lemari Multifungsi/ 4,5,6 Tier Laci Kabinet",ada kerusakan di bagian pojok barang,3,0
145,r***i,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"untuk pelayanan adm dan toko.baik fasd respon kendala paket ya .
dan untuk pembeli di perhatikN playanan kurir suka ada saja kendala paket jne tsbut selebihna baranh baik...",4,1
635,Febyanti,Meja Makan / Meja Minum Teh Jepang / Meja Tamu lipat / Meja Lesehan,"Kualitas Buruk, sudut2 meja rawan hancur saat pengiriman, tdk rekomended",1,0
147,Ahya,Kursi Lipat Portable/ Bangku Lipat Camping/ Kursi Makan kayu Minimalis,"Untuk kursinya bagus dan kuat rangkanya. Untuk harga yg terbilang murah, kualitasnya tetap bagus. Bantalan kursinya juga empuk. Thanks ya",5,1
638,Toppers30933470,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,"Pesan kursi dan meja, yg datang cuma kursi saja (foto terlampir)",3,0
149,C***i,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,Bagus barangnya,5,1
150,Mokhamad,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,buat naro barang ringan masih oke. pastiin isi barang yang di rak bawah buat bantu support barang di atas. buat harga segini masih oke lah,4,1
640,G***s,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,Kondisi barang krng ok,3,0
151,T***y,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,produk sesuai pesanan original.. fast respon n delivery recomended.. bagus.. semoga berfungsi dengan baik dan awet.. thanks all,5,1
641,Rakhmat,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"part ada yg retak, packing kardus sudah peyok sanan sini, sudah kirim part yg baru tapi patah juga",2,0
650,Erlan,Coffee Table / Meja Tamu Minimalis Samping/ Meja Kopi/ Meja Samping,Tidak ada ulasan,3,0
153,A***d,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,worth it👍,5,1
154,A***a,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,"barang diterima dgn kondisi kardus robek, lapuk seperti barang lama... besi tipis, sambungan kurang bagus, mudah lepas... papan triplek tipis sepertinya tidak tahan air (...",4,1
655,c***s,Meja Rias Lampu LED / Meja Rias Kaca Sliding Minimalis / Meja Kosmetik,barang banyak cacat pinggiran,2,0
155,Lia,Homedoki Kursi/Kursi Makan/Kursi Kayu/Kursi Belajar/Kursi Kantor,"kursinya cukup bagus, meskipun ada beberapa bagian yang kurang bagus seperti di sambungan antara sandaran dengan kaki nya. Tapi overall, pengalamannya menyenangkan. CS ny...",5,1
658,M***e,Lemari Laci Kayu / Rak Laci Penyimpanan Minimalis Dapur Kayu Serbaguna,"Kualitas barang biasa saja, packing tidak aman sehingga pintu laci ada yg gupil mgkn kena benturan pada saat pengiriman.. Pengiriman juga lama..",3,0
661,Ririen,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,Kurang kokoh,3,0
157,Marcel,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,"packing mantab, sampai tujuan dengan Selamat. barang cocok dengan harganya",5,1
664,Aurelia,Coffee Table / Meja Tamu Minimalis Samping/ Meja Kopi/ Meja Samping,"Kayak biasa deh spt review lainnya utk toko ini, ordernya yang warna kayu (udah nanya kayu yg spt apa) dikirim gambar yg warna cokelat terang, diklik pilih kayu tetep aja...",1,0
158,Lindu,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,okelah,5,1
684,mtryd,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,B aja,3,0
160,Roni,Meja Gaming/Meja PC/Meja Kantor/Meja Belajar/Meja Permainan Komputer,"Seller ramah dan responsif, menangani keluhan dengan cepat dan terselesaikan, harga sangat kompetitif, recommender seller.",5,1
162,Bernadette,Lemari Dinding Dapur / Lemari Kabinet Dapur / Kitchen Set Minimalis,"penjual ramah,responnya cepat,pengiriman cepat,barang nya bagus,bahannya tebal, harga murah👍👍👍",5,1
686,Tama,Tingkatkan Kabinet Sepatu Kayu Minimalis / Rak Sepatu Kayu Multifungsi,Dengan kualitas dan harga spt itu. Ini cukup kok. Adminnya super aktif. Keren,3,0
687,Rinto,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,RUGI BANGET beli kursi yg dikirim kakinya doank.. gak bisa dipake padahal dah dibayar ditungguin seminggu lebih seller gak ada solusi dgn masalah sy KECEWA BERAT padahal...,1,0
164,Yulianti,Rak Mesin Cuci/Rak Serbaguna/Rak Laundry/Rak Cuci/Toilet Organizer,Bagus banget nih. Praktis & Rapi. Papan juga kuat.,5,1
688,Rinto,Homedoki Meja Belajar Minimalis/ Meja Komputer/ Meja Kantor/ Meja kayu,RUGI BANGET beli kursi yg dikirim kakinya doank.. gak bisa dipake padahal dah dibayar ditungguin seminggu lebih seller gak ada solusi dgn masalah sy KECEWA BERAT padahal...,1,0
165,Y***i,Rak Sepatu kayu / Anti Debu Lemari Sepatu kayu lipat/ Rak Sepatu Susun,Bagus sdh terpasang & fungsi dengan baik. Liat videonya,5,1
689,Rinto,Meja Ruang Tamu / Meja Tamu Modern / Meja Kopi/Meja Coffee Minimalis,RUGI BANGET beli kursi yg dikirim kakinya doank & beli rak tv kurang kakinya alias gak bisa dipake padahal dah dibayar ditungguin seminggu lebih seller gak ada solusi...,1,0
166,D***a,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,barang sudah sampai. bagus sesuai foto. pelayanan dan pengantaran cepat. tapi mohon packing lebih ditingkatkan karena kardus sedikit sobek jadinya dibagian meja ada sedik...,4,1
690,Rinto,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"kursi yg dikirim kakinya doank.. dah nungguin seminggu lebih tapi seller gak ada solusi 
percuma beli kursi gak bisa didudukin RUGI BANGET padahal dah dibayar",1,0
167,gusti,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Tidak ada ulasan,5,1
692,TGH,Rak Lemari Buku Serbaguna Rak Buku Book Shelf Multifungsi Minimalis,"pengiriman bermasalah, kualitas dan material barang kurang baik. cuman lumayan harga segini di tmpt lain lebih mahal",3,0
168,Ade,Homedoki Rak Sepatu/Lemari Sepatu Kayu/Lemari Kabinet Kayu Minimalis,Rekomen 👍🏻,5,1
694,M***i,Rak Sepatu kayu / Anti Debu Lemari Sepatu kayu lipat/ Rak Sepatu Susun,"Barang sebagian tidak lengkap, dan rusak.. mohon diperhatikan lagi quality controlnya.. sorry to say tidak sesuai ekpektasi..",2,0
169,Didiek,Meja Rias Putih / Meja Rias Minimalis / Dressing Table Meja Kosmetik,Tidak ada ulasan,5,1
695,W***m,Rak Sudut Besar Rak Minimalis Kayu Serbaguna Rak Buku Multifungsi,"posisi lubang kurang presisi sehingga rak agak miring, tidak ada rail pada rak juga minus, tidak ada karet pada kaki dan tidak bisa diadjust",3,0
170,Jeremy,"Kabinet penyimpanan kayu / Lemari Multifungsi/ 4,5,6 Tier Laci Kabinet","Admin ramah, dan saat ditanya apa apa, dijawab dengan cepat dan tepat, sangat informatif, barang juga bagus",5,1
171,T***q,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"utk Meja harga segitu worth it sih, admin juga responsif, pengiriman cepat, tpi sayang baut 2cm nya kurang 1 malah baut 4 cm nya yg dilebihin, mohon utk di cek lgi kedepa...",4,1
701,N***i,Rak Sudut Besar Rak Minimalis Kayu Serbaguna Rak Buku Multifungsi,"Pintu bagian bawah blm bs dipasang krn ternyata tdk ada lubang nya.
Bbrp bagian kurang presisi",3,0
703,I***l,Meja Rias / Meja rias flip-top / Meja Rias Minimalis Kaki Kayu Solid,tidak sesuai,3,0
172,Albert,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,"pengiriman cepat, mudah pasangnya, bahan nya agak tipis, design cukup estetik.",5,1
173,Untung,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,tks,5,1
705,Saezar,Rak Buku/Rak Serbaguna/Rak Buku Minimalis/Rak Multifungsi Minimalis,kualitas barang jelek.. barang diterima banyak cacatnya..,1,0
713,Indah,Lemari Laci Kayu / Rak Laci Penyimpanan Minimalis Dapur Kayu Serbaguna,"- Obeng patah
- Lubang baut minifix di bagian papan laci hanya ad 1, sedangkan di petunjuk ada 2, sambungan laci jadi tdk presisi
- Penghenti pintu tdk sesuai spek di pet...",3,0
174,T***h,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"Mantap. Kualitas sesuai harga,okelah",5,1
175,A***i,Meja Console / Rak Sofa Persegi / Meja Konsol Minimalis/ Rak Corner,"Meja oke, ga ada cacat, perakitan mudah. recommend untuk mempercantik ruangan.",5,1
714,Nijmah,Lemari Sepatu Susun Minimalis / Rak Sepatu Kapasitas Besar/ Rak Sepatu,"ngerakit susah , bolongan engsel utk pintu 1 lg tdk ada jd ngebolongin sendiri dan rusak , pintu 1 nya lg bolongan engsel agak maju jd pas dipasang renggang",3,0
176,Holid,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,lumayan untuk tv 40 inch,5,1
716,Rendy,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"tetep kurang presisi ya, saya gak berharap fit bgt di semua bagian, cuma ada aja, jadi maaf saya kasih bintang 3, kalau packing dan pengiriman mah aman",3,0
