,Nama Pelanggan,Produk,Ulasan,Rating,label
158,Lindu,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,okelah,5,1
159,Kantu,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"Design nya bagus, penjual jg layanannya bagus. tp packing nya kurang bagus, ada bagin pojok yg rusak.. bahan nya serba tipis. kayknya tdk bs menahan beban yg agak berat.....",3,0
160,Roni,Meja Gaming/Meja PC/Meja Kantor/Meja Belajar/Meja Permainan Komputer,"Seller ramah dan responsif, menangani keluhan dengan cepat dan terselesaikan, harga sangat kompetitif, recommender seller.",5,1
161,ryan,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Tidak ada ulasan,1,0
162,Bernadette,Lemari Dinding Dapur / Lemari Kabinet Dapur / Kitchen Set Minimalis,"penjual ramah,responnya cepat,pengiriman cepat,barang nya bagus,bahannya tebal, harga murah👍👍👍",5,1
163,Anis,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,Tidak ada ulasan,2,0
164,Yulianti,Rak Mesin Cuci/Rak Serbaguna/Rak Laundry/Rak Cuci/Toilet Organizer,Bagus banget nih. Praktis & Rapi. Papan juga kuat.,5,1
165,Y***i,Rak Sepatu kayu / Anti Debu Lemari Sepatu kayu lipat/ Rak Sepatu Susun,Bagus sdh terpasang & fungsi dengan baik. Liat videonya,5,1
166,D***a,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,barang sudah sampai. bagus sesuai foto. pelayanan dan pengantaran cepat. tapi mohon packing lebih ditingkatkan karena kardus sedikit sobek jadinya dibagian meja ada sedik...,4,1
167,gusti,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Tidak ada ulasan,5,1
168,Ade,Homedoki Rak Sepatu/Lemari Sepatu Kayu/Lemari Kabinet Kayu Minimalis,Rekomen 👍🏻,5,1
169,Didiek,Meja Rias Putih / Meja Rias Minimalis / Dressing Table Meja Kosmetik,Tidak ada ulasan,5,1
170,Jeremy,"Kabinet penyimpanan kayu / Lemari Multifungsi/ 4,5,6 Tier Laci Kabinet","Admin ramah, dan saat ditanya apa apa, dijawab dengan cepat dan tepat, sangat informatif, barang juga bagus",5,1
171,T***q,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"utk Meja harga segitu worth it sih, admin juga responsif, pengiriman cepat, tpi sayang baut 2cm nya kurang 1 malah baut 4 cm nya yg dilebihin, mohon utk di cek lgi kedepa...",4,1
172,Albert,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,"pengiriman cepat, mudah pasangnya, bahan nya agak tipis, design cukup estetik.",5,1
173,Untung,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,tks,5,1
174,T***h,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"Mantap. Kualitas sesuai harga,okelah",5,1
175,A***i,Meja Console / Rak Sofa Persegi / Meja Konsol Minimalis/ Rak Corner,"Meja oke, ga ada cacat, perakitan mudah. recommend untuk mempercantik ruangan.",5,1
176,Holid,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,lumayan untuk tv 40 inch,5,1
177,Rinna,Homedoki Rak Sepatu/Lemari Sepatu Kayu/Lemari Kabinet Kayu Minimalis,Mur ada yg tida lengkap,3,0
178,E***k,Bangku Rias / makeup stool / bangku samping tempat tidur / Kursi piano,"puas belanja disini...yg ke 2. respon chat cepat, proses dan delivery cepat. kwalitas board dan bahan jok duduk sesuai harganya. mudah pasang semoga awet.",5,1
179,Priadi,Lemari Dapur/ Bufet Rak/ Dapur Rak Multifungsi/ Lemari Dapur Serbaguna,kurang kakinya 1 buah. di dalam paket hanya ada 4. seharusnya ada 5,4,1
180,E***o,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,Tidak ada ulasan,3,0
181,E***o,Homedoki Meja Belajar / Meja komputer / Meja Kerja / Meja Kantor Kayu,Tidak ada ulasan,3,0
182,Maulia,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"tidak ada cacat, kondisi baik, admin ramah",5,1
183,I***I,Rak Susun Portabel / Tempat Buku / Rak Buku Kayu Minimalis / Rak Kamar,"sampai dengan lengkap, dan gampang dirakit. terima kasih ya!",5,1
184,h***i,Meja anak-anak / Meja Belajar / Meja Tulis/ Meja belajar minimalis,Ini pembelian yg kedua. Lumayanlah untuk kenyamanan anak belajar. Trm ksh seller.,5,1
185,N***s,Homedoki Meja Belajar / Meja komputer / Meja Kerja / Meja Kantor Kayu,Tidak ada ulasan,5,1
186,Yudi,Coffee Table / Meja Tamu Minimalis Samping/ Meja Kopi/ Meja Samping,mejanya mudah di rakit,5,1
187,C***i,Rak Sepatu laci/Lemari Kabinet Kayu Minimalis / Lemari Rak Sepatu Kayu,"Barang datang dalam bentuk knockdown dan berdebu, sedikit membutuhkan effort merakitnya kurleb 3 jam an, sudah dapat obeng dan petunjuk yg cukup jelas

material standart...",5,1
188,Ika,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,gampang dirakit,5,1
189,Ellyza,Homedoki Meja Belajar / Meja komputer / Meja Kerja / Meja Kantor Kayu,"Sekrup 6cm kurang 3 buah untuk sisi samping alas rak. Ada 1 sekrup 6cm kpala datar dan 6mur yg tdk ada gunanya. Sekrup 2cm buat papan pijak tdk bisa masuk.
Saya tidak bis...",3,0
190,Didin,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,"mantap,kokoh",5,1
191,Gilang,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,Ternyata kayunya tipis tp ya sesuai harga sih.. overall oke untuk meja kerja di kost aku. Aku rencana mau taruh 2 layar PC dan kayanya sih kuat,5,1
192,A***a,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"Alhamdulillah barang aman sampai tujuan, cuma ternyata mejanya ukurannya agak mungil, overall ok

thanks seller, thanks tokped",5,1
193,Chandra,"Kabinet penyimpanan kayu / Lemari Multifungsi/ 4,5,6 Tier Laci Kabinet","Barang bagus sesuai pesanan, pengiriman 1 day",5,1
194,R***s,Tingkatkan Kabinet Sepatu Kayu Minimalis / Rak Sepatu Kayu Multifungsi,"Begitu kardus dibuka & periksa kelengkapan komponen rak, ditemukan engsel rak patah (engsel berbahan plastik sekelas plastik hanger baju). Komponen rak lainnya kondis...",4,1
195,g***a,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"Waktu susun gak sampe 1 jam (termasuk Baca petunjuk) . Presisi ukuran (lubang, Panjang tiang, baut, dsb) 9/10.

Feedback: buat jarring2 rak agar tidak bergeser. Overall g...",5,1
196,Kharisma,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,parah dari packingnya. barang nyampe  yang panjangnya pada patah,1,0
197,Suherman,Kursi Lipat Camping /Kursi Lipat Outdoor /Portable Kursi /Bangku Lipat,mantap sudah di pakai camping,5,1
198,Asep,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,good,5,1
199,Dian,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,"Susah pasangnya, butuh bantuan tukang.",4,1
200,A***i,Coffee Table / Meja Tamu Minimalis Samping/ Meja Kopi/ Meja Samping,"meja ny smp dgn selamat, proses cepat , material bagus mantap 👍",5,1
201,Deby,Rak Susun Serbaguna / Rak Buku / Rak Ruang Tamu / Rak Kamar Tidur,Cakep tp pintunya agak miring,5,1
202,L***f,Rak Buku Kayu Minimalis / Buku Rak Pajangan/ Rak Penyimpanan Buku,bagus,5,1
203,L***f,Meja Rias / Meja rias flip-top / Meja Rias Minimalis Kaki Kayu Solid,"bautnya mudah lepas, kayunya mudah hancur",1,0
204,L***f,Homedoki Meja Belajar Minimalis/ Meja Komputer/ Meja Kantor/ Meja kayu,"kayu banyak yg pecah, bautnya mudah lepas, kaki2 bengkok",2,0
205,M***h,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"Walaupun ada beberapa bagian yang agak kurang sempurna, namun secara fungsi dan tampilan, masih cukup baik.",4,1
206,H***o,Lemari Sepatu Susun Minimalis / Rak Sepatu Kapasitas Besar/ Rak Sepatu,Agak bagusan sih,4,1
207,H***o,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Banyak baretanya,4,1
208,H***o,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,Banyak baretnya,4,1
209,Dino,Meja Rias Putih / Meja Rias Minimalis / Dressing Table Meja Kosmetik,biasa aja sih...,5,1
210,Sandy,Homedoki Meja Belajar Minimalis/ Meja Komputer/ Meja Kantor/ Meja kayu,"Sesuai dengan dekripsi, mudah pemasangannya dan cepat pengirimannya. Terimakasih Homedoki... Terimakasih Toped...",5,1
211,N,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"Barang Bagus & Kwalitas
semogarezekilancarjaya",5,1
212,Muhammad,Rak Susun Serbaguna / Rak Buku / Rak Ruang Tamu / Rak Kamar Tidur,pesen instan beneran itungan jam barang sampe,5,1
213,H,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"BARANG SDH DITERIMA...ADA BAGIAN LACI PECAH, GUMPEL DAN RETAK...AGAK KECEWA JUGA SICH...",4,1
214,sabrina,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,super susah rakitnya... tapi worth it,5,1
215,fharish,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,Barang e remuk. Gompal pinggir ro tengah e.,2,0
216,Eka,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"mantapp sih mejanya,,rakit gampang",5,1
217,Fransiskus,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,"barang sesuai pesanan, pengiriman bikin kaget, cepet banget. seller helpful, tengah malam pun respon cepat. muantep",5,1
218,Nandy,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,Tidak ada ulasan,5,1
219,M***z,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,plat agak tipis tp ok rangkanya cukup kuat untuk taro brg2,5,1
220,S***n,MEJA NAKAS KECIL / BED SIDE TABLE MINIMALIS SERBAGUNA / Meja Sudut,Tidak ada ulasan,1,0
221,Rangga,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,"kaki2nya sy cuma dapat 5, kayaknya di gambar ada 7.",3,0
222,H***i,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,"Bagus, kokoh,.. perakitannya juga gampang.",5,1
223,H***i,Rak Sepatu Kayu Minimalis / Rak Serbaguna Rak Lemari Sepatu HD087,"Bagus, walaupun perlu sedikit berpikir untuk merakitnya karena tidak ada buku petunjuk pemasangan dan yang di video yt sedikit berbeda perakitannya.",5,1
224,I***m,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"Bagus, respon penjual bagus saat ada customer yg complain",5,1
225,I***m,Rak Gantung Baju Kayu/Stand Hanger/Rak Gantungan/Rak Baju/Rak Pakaian,Bagus,5,1
226,I***m,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,Mantab,5,1
227,Evi,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,"pengiriman cepat, barang sesuai deskripsi, lumayan muat byk.  Harga sesuai",5,1
228,Junaidi,Rak Susun Serbaguna / Rak Buku / Rak Ruang Tamu / Rak Kamar Tidur,"rak cantik, bahannya kokoh dan berat. pemasangan dapat dilihat di instruksi. pengiriman aman dan barang sesuai deskrpsi",5,1
229,Junaidi,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,"kursi estetik, cocok untuk kursi belajar dirumah. kuat dan pemasangan mudah",5,1
230,Junaidi,Rak Sepatu Kayu/Rak Sepatu Minimalis/Rak Sepatu Susun/Rak Multifungsi,"rak ini sangat value for money, dapat digunakan untuk simpan pernak pernik dikamar. respond penjual juga cepat dan pengiriman cepat",5,1
231,T***d,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,Mantap barang sudah sampai dengan aman,5,1
232,N***r,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"kualitas sesuai harga lah, modelnya cukup bagus tp materialnya tipis dan mudah rusak",3,0
233,Judaz,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,"concern utama di ketebalan bahannya yg lumayan tipis, mungkin < 1mm, dan terkesan ringkih. 

pemasangan gampang, bisa dilakukan sendiri. setelah jadi sempet dibuat mai...",4,1
234,A***y,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,Barang ada yang patah tapi overall masih bisa dipakai,4,1
235,Emilys,Homedoki Ultrasonic Cleaning Machine / Pembersih Cuci Peralatan Kecil,Sales service good,5,1
236,Stevanus,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"untuk menaruh 1 monitor sangat tdk mungkin
terlalu tipis
kaki kaki tdk kokoh.",2,0
237,Satrio,Meja Lipat Camping /Aluminium Meja Portabel / Meja Lipat Outdoor,materialnya lumayan bagus.. ok lah utk camping.. gak terlalu berat,5,1
238,Rinto,Meja Rias Putih / Meja Rias Minimalis / Dressing Table Meja Kosmetik,saya menerima barang tidak lengkap dan sudah hampir 2 bulan ini gak ada kejelasan dr seller.. TOLONG kpd HOMEDOKI bagaimana TANGGUNG JAWAB nya krn sy merasa dirugikan,1,0
239,N***a,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,"Bagus bangkunya, lumayan enak buat duduk, rakitnya juga gampang.. Thank you seller",5,1
240,Y***i,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,agak kecewa. bukan karena barangnya. tp krn size nya. sepatu boot gak bs masuk. even sepatu kaya nike air force harus di gepengin baru masuk. tidak disarankan unt ukuran...,3,0
241,Isnaini,Tingkatkan Kabinet Sepatu Kayu Minimalis / Rak Sepatu Kayu Multifungsi,"bagus kokoh, semoga awet..",5,1
242,I***a,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"Pintunya gak ada penahannya, terpaksa dikaretin biar nutup. Kalau gak dikaretin ngebuka sendiri. Sedikit kecewa.",4,1
243,m***d,Meja Lipat Camping /Aluminium Meja Portabel / Meja Lipat Outdoor,"penjual ramah fast respon. 
barang sesuai deskripsi",5,1
244,Fikri,Rak Susun Serbaguna / Rak Buku / Rak Ruang Tamu / Rak Kamar Tidur,bagus..,5,1
245,k***a,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,bagus. pengiriman cepat. bahan ok dari baja ringan. namun papan agak tipis,5,1
246,esa,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,"packing sangat aman sekali, perakitan terbilang tidak terlalu susah cuma membutuhkan kesabaran. barang sesuai dengan ekspektasi, tanpa ada kurang atau cacat satupun, pela...",5,1
247,P***n,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,"Barang lama sampai dan setelah saya buka mau pasang ada yang retak, kemasannya cuma kerdus jadi kurang aman😭😭",4,1
248,Y***s,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,Semoga awet,5,1
249,A***i,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,"Admin responsif, kualitas sesuai harga, kokoh jika sudah dirakit, pengiriman express.
terima kasih.",5,1
250,R***a,Meja Lipat Portable/ Meja Makan portable/ Meja Lipat Besi/ Meja Kayu,kereeen abis,5,1
251,dr,Meja Kayu/ Meja Lipat Portable/ Meja Makan portable/ Meja Lipat Besi,ujung mejanya rusak,1,0
252,M***a,Kursi Lipat Portable/ Bangku Lipat Camping/ Kursi Makan kayu Minimalis,"barang sesuai deskripsi, pengemasan bagus dan pengiriman juga cepat. kedua kalinya belanja disini puas banget.",5,1
253,Fauzie,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Barang sampai dengan aman dan cepat. Terima kasih,5,1
254,Andiwan,Meja Belajar Lipat / Meja Lipat Portable / Meja Kantor / Meja Kerja,"kualitas barang sangat bagus, recommended pokoknya.",5,1
255,Andiwan,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,"kualitas nya cukup bagus, seller juga ramah, recommended",5,1
256,Yudi,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,barangnya bagus... kuat kokoh dn presisi,5,1
257,Taufan,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,barang cukup oke dengan harganya,5,1
258,S***n,Coffee Table / Meja Tamu Minimalis Samping/ Meja Kopi/ Meja Samping,Barangnya cukup bagus dan pemasangannya juga mudah,5,1
259,Rico,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"paket aman,cpat prosesnya,pemsangan mudah..smga awet",5,1
260,Agung,Meja Rias Putih / Meja Rias Minimalis / Dressing Table Meja Kosmetik,"overall good, baut kursi kurang",4,1
261,H***u,Meja Rias LED Minimalis / Meja Rias LED / Meja Lantai / Meja Kamar LED,barang diterima sesuai pesanan👍,5,1
262,Salman,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,Bagus. Kokoh. Tebal,5,1
263,Claudio,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"Sesuai dengan deskripsi, Instalasi mudah, namun sticker penanda part tidak jelas, 
Produk sesuai ekspektasi",5,1
264,P***a,Rak Sepatu Kayu/Rak Sepatu Minimalis/Rak Sepatu Susun/Rak Multifungsi,"barang sampai dgn lengkap, sesuai di foto, pengiriman cepat 👍🏻 merakitnya juga mudah.",5,1
265,M***a,Kursi Lipat Portable/ Bangku Lipat Camping/ Kursi Makan kayu Minimalis,"kursi sesuai deskripsi, barangnya bagus, pengemasan juga bagus dan kirim cepat. sore pesan dan dihari yang sama yaitu malam ( setelah Isya sudah sampai).puas belanja di s...",5,1
266,Radhitya,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"worth banget, produk cakep, baut lebihannya banyak, jd gak takut ilang deh baut²nya. 

instruksi perakitannya minimalis banget, tp karena udah biasa rakit, udah biasa gw....",5,1
267,Isanila,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"bagus, besar, kokoh",5,1
268,Isanila,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,"bagus, kokoh bahannya. tdk melendut",5,1
269,Defi,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,bagusssss worth lah pokonya,5,1
270,Kinan,Lemari Dapur/ Bufet Rak/ Dapur Rak Multifungsi/ Lemari Dapur Serbaguna,Pengiriman cepat. Raknya bagus. Kecil dan ramping. Cuman sayangnya dibagian pintunya gak simetris jadi kalo ditutup kurang ena dipandang aja cuman masih oke lah..,4,1
271,Merlion,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,210k pas diskon,5,1
272,joko,Rak Susun Serbaguna / Rak Buku / Rak Ruang Tamu / Rak Kamar Tidur,all good. tetapi ada beberapa lubang yg tidak pas.,5,1
273,Karel,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"produk sesuai dengan deskripsinya.
tp yg bikin heran toko ini mau lho kirimin baut2 yg kurang sampe 2x kirim.
sukses toko nya",5,1
274,Lintang,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,"Rasanya kurang solid, tapi yaa mungkin karena harganya ekonomis juga ya hehehe.",4,1
275,Lintang,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,Mejanya kokoh. Saran si pakai kurir toko saja untuk mengurangi risiko barang rusak saat pengiriman,5,1
276,S***y,Homedoki Meja Belajar Minimalis/ Meja Komputer/ Meja Kantor/ Meja kayu,Ternyata ukurannya lebih kecil dr pada di foto. tp kualitas lumayan bagus. model unik dan menarik.,4,1
277,M***r,Homedoki Meja Belajar / Meja komputer / Meja Kerja / Meja Kantor Kayu,"Bagus, barang lengkap, utuh tanpa cacat.",5,1
278,Tata,Meja Rias Putih / Meja Rias Minimalis / Dressing Table Meja Kosmetik,"bagus anak sy suka ..bgt Krn nyala 
pelayanan toko nya bagus  recommended",5,1
279,sigit,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,mantab,4,1
280,Andrew,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"bagian belakang dan depan kayu gompel, lis pinggir lepas. instruksi pemasangan susah dimengerti karena gambar kurang jelas. lubang pemasangan tidak pas sehingga hasilnya...",2,0
281,T***o,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,"Baguus, value for money",5,1
282,Suryadi,Coffee Table / Meja Tamu Minimalis Samping/ Meja Kopi/ Meja Samping,"bagus, pasangnya jg gampang",5,1
283,Fendik,Meja Lipat Camping /Aluminium Meja Portabel / Meja Lipat Outdoor,thanks,5,1
284,Y***s,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,produk sesuai pesanan dan deskripsi.,4,1
285,L***a,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"mksih seller paketan udh dtng tp blm dibuka moga barang mulus tdk kurang suatu apapun,mksih jg buat bpk kurir yg baik hati dan Toko Pedia moga sukses sll buat semuanya🙏",5,1
286,Danarto,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Tidak ada ulasan,2,0
287,Dino,Coffee Table / Meja Tamu Minimalis Samping/ Meja Kopi/ Meja Samping,lumayanlah daripada lumanyun...,5,1
288,Wiryawan,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,mantabbss!!,5,1
289,j***n,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,"okelah barangnya bagus, pemasangan gampang cuma agak ngeri aja kalo disenderin bgt",5,1
290,Harry,Meja Lipat Portable/ Meja Makan portable/ Meja Lipat Besi/ Meja Kayu,Tidak ada ulasan,3,0
291,m***s,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,Pengiriman lama dan barang banyak penyok,2,0
292,Rizki,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,real pict dan bahan nya bagus,5,1
293,Lady,Rak Sepatu Kayu Minimalis / Rak Serbaguna Rak Lemari Sepatu HD087,respon cukup cepat.dan makasih atas barang kiriman nya,5,1
294,Yuliana,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"pengiriman cepat, barang sesuai pesanan, murah",5,1
295,S***a,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,Barangnya worth it sesuai deskripsi dan foto cuma pengirimannya telat sehari,5,1
296,Natalia,MEJA NAKAS KECIL / BED SIDE TABLE MINIMALIS SERBAGUNA / Meja Sudut,"Reaksi cepat, kualitas OK",5,1
297,Natalia,Meja Ruang Tamu Meja Samping Tempat Tidur Meja Sofa Kayu Meja Nakas,"Reaksi cepat, kualitas OK",5,1
298,A***o,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"Brang tiba sesuai pesanan real picture
Seller ramah n fast respons 👍",5,1
