Nama Pelanggan,Produk,Ulasan,Rating
B***n,Meja laptop belajar dan tulis kerja kayu premium edition,"kurang kokoh, agak goyang-goyang mejanya, model, warna, dan bentuk bagus",4
A***i,Plat Kaki Besi Sofa Meja dan Kursi Anti Karat - Chub,minta 6x6 dikirim 7x7,4
Kuai,Meja belajar tulis dan Laptop kayu minimalis - MSB11,Mantap,5
Ale,Kaki meja kayu / Wooden Table Legs square editions Heavy Duty | TL04,"barang sesuai order, terima kasih👍",5
Michael,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"Kualitas nya bagus, pengiriman nya lumayan cepat, tapi pemasangan kaki nya agak susah karena tidak ada lubang untuk baut nya",5
Sri,kursi / bangku / alas duduk bulat puff edition - Amapari,"Sesuai pesanan, toko respon baik, makasih banyak",5
Wiwin,Wooden Hook / Gantungan Kayu Multifungsi Minimalis | HA07,"pesanan kedua sudah sampai, kiriman & respon cepat, terima kasih",5
A***n,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,"Barang sesuai, packing rapih, delivery cepat. Overall recommended seller!!!",5
T***k,Kaki meja hairpin Minimalis Heavy Duty | Craftsman,Sipp,5
Ricky,CUSTOM BANTAL / CUSTOM BUSA / CUSTOM SARUNG BANTAL ONLY,Bahan bludru mewah...busa density tinggi...mantap,5
natta,Meja Kerja dan Belajar Hairpin Minimalis | MK13,Manthab,5
Yosef,CUSTOM BANTAL / CUSTOM BUSA / CUSTOM SARUNG BANTAL ONLY,mantap,5
P***o,Kaki Meja / Sofa Kayu / Wooden Table Legs Minimalis | Miring,Barang lengkap sesuai deskripsi,5
b***s,Meja Tv Minimalis Hairpin Series | MT01,"pengiriman cepat, respon baik, packaging selalu rapi dan aman, barang kualitas baik sekali, finishing rapi dan presisi...",5
d***o,Meja Kerja dan Belajar Hairpin Minimalis | MK13,Gg,5
M***i,Kaki meja kayu / Wooden Table Legs square editions Heavy Duty | TL04,"bagus tampilannya, tp tidak rigid. mau bikin kuri biasa malah jadai kursi goyang",1
A***I,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,"produk sesuai deskripsi, packing rapi & pengiriman on time.",5
Nova,Meja Kerja dan Belajar Taves Edition Minimalis | MK16,"respon chat toko superrr, meja cocok dengan usernya,",5
Permana,Meja kerja / belajar / komputer / laptop square edition | MSB13,Barang tdk sampai,1
Sarpayatna,Meja Belajar Tulis dan Kerja Lapt Lipat Besi Minimalis Edition - MSB10,"seller nya fast respon, kualitas barang juga oke. mantap",5
A***a,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,kali ini dpt bonus skrup 👍,5
Hello,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,"makan mengkudu di atas atap... CAKEEPP
hasil produksi mu bikin mantapp",5
janny,Bantal Kursi fasion Desain Modern | NP30 - Pengrajin,"Bahan bagus, penjual ramah 👍",5
Gunawan,Kaki Meja / Sofa Kayu / Wooden Table Legs Minimalis | Miring,"tingginya agak lumayan beda
jadi dari 6 kaki, yang 2 ngambang.",5
Ali,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,enak dipakai,5
Antony,Meja Kerja dan Belajar Serbaguna/Simple Design - pengrajin.com,"Barang ready di tanya, saya pesan instan kirim nya besok nya baru kirim. Saya chat minta seperti di foto. Datang nya rangka nya hitam, memang ga nulis di note sih tapi vi...",4
Ilham,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,mantap kursi nya.. semoga awet buat 5-10 tahun kedepan.,5
Trisna,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,Mantaapo.. Memuaskan. Rekomendasi banget,5
onemetrefabric,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,barangnya tipis dibagian dudukan. dan kotor saat ditrima,3
Lismayanti,2 layer coffee table / meja tamu / sudut minimalis | MS24,"modelnya sesuai, pengiriman cepat, tp bahannya ringkih dn enteng bngt, kyknya kena air tumpah dr gelas di mejanya aja lgsg bonyok kayunya, tinggi kakinya juga ketinggian...",3
Panji,Kaki meja besi / metal table leg heavy duty editions | TL17,"Kekurangan utamanya adalah goyang. Saya rasa plat besi yg nempel ke meja terlalu tipis, mgk kalau pakai plat 1 mm mejanya akan lebih kokoh. Platnya jg ada yg bengkok. Lal...",3
Dody,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC04,"lumayan, walaupun gx begitu empuk..",5
Ricky,Meja Kerja dan Belajar Serbaguna/Simple Design - pengrajin.com,mantap...,5
Dwi,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"Bagus mejanya, pemasangannya jg mudah.. sellernya fast respon, makasih yaaaa ✨✨✨",5
haris,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,barang sesuai pesanan. semoga pas,5
Angga,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,"Meja nya bagus, pasang baut nya lumayan susah jadi hollow nya ke gores tapi gapapa ga keliatan, overall bagus",5
Fauzan,Meja coffee dan sudut minimalis hairpin series | MS15,mantaap,5
Ayesha,Sandaran kursi tebal / Alas Duduk Lesehan Panjang Sofa/Kursi | NP06 -,Produknya okee,5
Ayesha,Alas Bantal Duduk kursi / sofa / lesehan Minimalis cushion PFC10,Alasnya bagus dan nyaman!,5
Arkadiusz,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"Table not stabile.Legs are very fragile, shaking. Very thin MDF top, bad finishing around. Not recommending",1
Andrea,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"bagus, harganya sesuai dgn kualitas",5
Mattheus,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,"barang sesuai pesanan, harus jauh2 hari pesanan, terima kasih #mattheusr",5
lisa,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC04,Saya suka warna2nya bisa sesuai selera. Cuma busanya di duduki turun 40%. Kalo busanya yg lbh bagus didudukin stabil makin keren.,5
c***a,Kaki meja kayu / wooden table legs miring editions heavy duty | TL06,"bagus sih desainnya, tp bagian penampang papan mejanya melengkung kayunya. jd kurang kokoh  harus d finishing ratain lg sendiri",3
R***y,Rangka Kaki meja Minimalis Heavy Duty 1 set | Craftsman,"bahanya bagus, kokoh, cuman ngga siku 90° sempurna. jadi sedikit jigjag dan harus pake ganjel",4
nemo,Kaki meja hairpin Minimalis Heavy Duty | Craftsman,sangat puas,5
Rega,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,Build quality & bahan bagus.. thx kak..,5
nadia,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC04,lama kirim,4
Ricky,Kaki Meja / Sofa Kayu / Wooden Table Legs Minimalis | Miring,"barangnya bagus, cuman salah pesen aja 🤣 malah jd kepanjangan, tapi untuk barangnya sendiri bagus",5
Abror,Edge - Meja tamu dan samping minimalis editions,Bahannya bagus Packing aman 👍,5
moreno,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,kualitas ajib,5
V***a,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,"Bahannya ternyata kulit sintetis, dikirain kanvas. Busa rebondes agak keras memang, tp ternyata klo duduk enakan yg empuk yg dakron hehe.",4
D***y,LINK PEMESANAN CUSTOM BANTAL/SARUNG ONLY/BUSA ONLY,"kualitas 9, pelayanan 9, komunikasi 9, kesabaran terhadap pelanggan 10",5
Fikriardiansyah,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC04,mantab puas belanja,5
A***a,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,"finishingnya joss walnut vernis, gak expect sampe sebagus ini karna lihat review banyak yg kurang puas sama finishingnya, tapi pas dateng dapet bagus bgt, puas",5
Kuraesin,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,lumayan lah,4
Fitrian,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,"nyaman berkualitas, dan tidak mengecewakan.... packing sangat rapih.",5
nemo,Kaki meja kayu / wooden table legs miring editions heavy duty | TL06,kualitas sangat bagus,5
Denny,Kaki Meja / Sofa Kayu / Wooden Table Legs Minimalis | Miring,"langganan
rekomend
nuhun",5
Tangkill,Meja Ruang Tamu Kecil / Meja Kopi / Meja Samping NP 20,slow response pengiriman lama padahal shipping instant,3
Tangkill,Meja Hairpin Coffee Table Minimalis | MK27,slow response pengiriman lama padahal shipping instant,3
Tangkill,Meja tamu / lesehan kayu serbaguna rounded edition | MW06,slow response pengiriman lama padahal shipping instant,3
Tangkill,Meja Kerja dan Belajar Hairpin Minimalis | MK13,slow response pengiriman lama padahal shipping instant,3
Tangkill,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,slow response pemgiriman lama padahal instant,3
Aldi,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"untuk harga segini lumayan worth it. meskipun rakit nya memang perlu skill juga
respon seller gercep
thanks",5
M***y,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"dengan harga ini, cukup masuk akal jika kayu yg di pakai bukan kualitas baik. dan cukup kaget saja karna ukuran dan tinggi nya. meskipun sudah di pasang tinggi dan ukuran...",4
W***d,Meja samping - side end table console editions,Bahannya bagus Berfungsi dengan Baik! Packing aman 👍,5
A***i,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,"pesen 4, 1nya lurus, hmmm",3
R***i,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC04,instan rasa reguler 😞,2
W***i,Kaki Meja / Sofa Kayu / Wooden Table Legs Minimalis | Miring,barang bagus,5
r***a,kursi / bangku / alas duduk bulat puff edition - Amapari,mantapp,5
W***a,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"Bagus mejanya, pegiriman cepat,packing aman juga, makasih🫰🏻",5
Aza,Plat Kaki Besi Sofa Meja dan Kursi Anti Karat - Chub,"Pelayanan dan barangnya mantap
Beli 32 biji malah ada bonus 1",5
MUHAMMAD,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,mantep ukuran nya sesuai warna sesuai,5
Gusti,Pillow Headboard Bantal Alas Sandaran kepala Sofa Minimalis - Danben,"Kirain besar ternyata kecil dan busa tipis, yang di gambar sample mungkin ukurannya custom",4
Gusti,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,"besi kuat menahan badan, warna bagus, busa tipis jadi berasa papannya di gambar tebel banget",5
Mumu,Coffee table / meja tamu / sudut bulat 2 layer series | MS25,bagus,5
YUMA,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,ukuran lingkaran gak sama,5
A***y,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,"barangnya ok, cuman ongkir nya saja barang sebesar ini kok hitungan nya cargo/barang besar, lucu aja barang sebesar ini dikirim pakai mobil, padahal hampir sama dengan ka...",5
UYU,Meja Kerja dan Belajar Hairpin Minimalis | MK13,bagus lebih leluasa buat nulis seller juga fast respon keren pokoe,5
Yesi,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC03,Packing dan pengiriman kecepatan pengiriman baik. Produk sesuai deskripsi. Recommended.,5
HAJI,Meja Kerja dan Belajar Taves Edition Minimalis | MK16,menyesuaikan terima kasih,5
danny,meja tulis dan komputer minimalis | NP25 - Pengrajin,bagus. paling saran patokan sekrup dan arah papan nya (depan belakang mana) harusnya di tandain biar memudahkan perakitan,5
m***r,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,Tidak ada ulasan,5
Aldy,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,Ini pas banget sih ukuranya buat kursi gaming saya..Namun pengiriman dr ekspedisi lama...,5
Rusman,LINK PEMESANAN CUSTOM BANTAL/SARUNG ONLY/BUSA ONLY,"alas busa sofa nya bagus banget, ukuran custom ngepas sesuai rekues. Pengerjaan juga terbilang cepat. terima kasih ya.",5
Indah,Meja kerja / belajar / komputer / laptop square edition | MSB13,Tidak ada ulasan,1
A***d,Kaki meja hairpin Minimalis Heavy Duty | Craftsman,"Pengiriman lama
besi kurang cocok untuk meja besar
selebihnya sesuai harga",4
Kristianus,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC04,"Respon admin cepat, ramah menjawab pertanyaan. Pengiriman cepat, paking apik, bantal dibungkus plastic wrap lalu kardus dan plastic wrap lagi. Kualitas bantal bagus, jahi...",5
t***i,Kaki meja hairpin Minimalis Heavy Duty | Craftsman,"yak suip.. barang telah sampai dengan selamat, terima kasih",5
A***d,meja kerja cafe semi lipat minimalis 100cm * 60cm * 75cm,Mantap …mejanya kokoh dan fungsional,5
Satria,Meja laptop belajar dan tulis kerja kayu premium edition,Keren..!!!,5
Adjie,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"bagus mejanya, agak ringkih ya karena bisa geter.",4
ahmad,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC04,👍👍💪🖕👍barang ok,5
Wiwin,Wooden Hook / Gantungan Kayu Multifungsi Minimalis | HA07,"Barang bagus sesuai pesanan, terima kasih",5
Aprian,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,Tidak ada ulasan,1
Ini,Meja Kerja dan Belajar Hairpin Minimalis | MK13,Bagus,5
Anastasia,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC04,"barangnya bagus,murah,packaging bagus, sangat recomanded.Puas.",5
M***d,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,"Bagus barangnya, busanya cukup empuk meski memang engga setebal yang ada di gambar. Setup kursinya gampang dan engselnya bener2 kuat buat nahan berat badan. Value banget...",5
a***l,Meja belajar tulis dan Laptop kayu minimalis - MSB11,looks great in my working space!,5
P***s,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC03,Inj bagus !!!!,5
P***s,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC04,Ini bagus !!!,5
y***a,LINK PEMESANAN CUSTOM BANTAL/SARUNG ONLY/BUSA ONLY,"bisa custom sesuai kebutuhan, admin sangat responsif 👍",5
y***a,CUSTOM MEJA BELAJAR,"bisa custom sesuai kebutuhan, admin sangat responsif 👍",5
y***a,CUSTOM MEJA BELAJAR,"bisa custom sesuai kebutuhan, admin sangat responsif 👍",5
y***a,LINK PEMESANAN CUSTOM BANTAL/SARUNG ONLY/BUSA ONLY,"bisa custom sesuai kebutuhan, admin sangat responsif 👍",5
Endy,Meja Kerja dan Belajar Hairpin Minimalis | MK13,Tidak ada ulasan,5
Andrie,Meja Kerja dan Belajar Serbaguna/Simple Design - pengrajin.com,Lumayan bagus bahannya dan kokoh,5
betty,Kaki Meja / Sofa Kayu / Wooden Table Legs Minimalis Heavy Duty | Lurus,"kualitas kayu sesuai
pengiriman tdk sesuai estimasi terhambat di penjual
hanya ada kaki kayu yg berjamur krn agak basah kemungkinan kena air hujan walauoun sudah di bungk...",5
Dini,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"seller cepet kirim,expedisinya yg bikin lama sampe",5
A***i,meja tulis dan komputer minimalis | NP25 - Pengrajin,"Sampai dengan aman, seller komunikatif, suka sangat mejanya 🥰",5
Sigit,Kaki meja hairpin Minimalis Heavy Duty | Craftsman,Sesuai pesanan,5
W***n,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,mantappp empuk,5
l***a,LINK PEMESANAN CUSTOM BANTAL/SARUNG ONLY/BUSA ONLY,"Keren, bagus kualitas nya, penjual jg responsif dan ramah",5
Muhamad,Craftsman Meja Belajar dan Kerja Lipat Minimalis Edition | MSB05,"pas mantap
cuman mohon di perhatikan kebersihan ketika mengelap meja
gunakan air bersih ya",5
Sumiarsih,Meja kerja / belajar / komputer / laptop square edition | MSB13,"Maaf kasih 3, karena setelah datang ukuran kecil dan pendek bukan meja belajar yg dibayangkan",3
Mochamad,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,"mantap, sesuai deskripsi. sukses buat seller",5
Gregg,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC02,"Barang bagus, kualitas bagus. enak sekali. highly recommend.",5
Dinar,Meja kerja / belajar / komputer / laptop square edition | MSB13,Bagus sekali✨,5
Kevin,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,...jangan lupa minum kopi,5
Liesly,CUSTOM BANTAL / CUSTOM BUSA / CUSTOM SARUNG BANTAL ONLY,bagus lah buat lucu2an di jendela lumayan. sesuai utk pesanannya,5
Muhammad,kursi / bangku busa minimalis cube edition - Andean,bagus,5
Samsudin,Kaki meja kayu / wooden table legs miring editions heavy duty | TL06,"jelek, kaki2 tidak kuat, goyang parah",1
suryati,Bantal Alas Duduk Travesium Busa Rebonded Sofa Minimalis - Traves,bagus enak didudukinnya,5
G***d,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC02,agak mahal,4
Furqonn,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,Tadinya rak biasa jadi meja estetik. Mayaan,5
A***i,Scandinavian Cover Sarung Kursi Tempat Duduk Suede Minimalis - CO02,Pengiriman cepat dan produk sesuai. Thanks!,5
F***r,Meja kerja / belajar / komputer / laptop square edition | MSB13,"sangat baik dan cepat. hanya untuk pemasangan, titik baut tidak ada sehingga bagi orang awam sangat sulit untuk patokan kaki meja agar sejajar, dan sedikit kurang kokoh u...",5
Roy,Kaki meja kayu / wooden table legs lurus editions heavy duty | TL06,"Barangnya kualitas oke. Kokoh dan halus.
Saran untuk calon pembeli: pakai packing kayu biar aman. Jangan lupa beli baut sendiri",5
Setyo,Meja Kerja dan Belajar Hairpin Minimalis | MK13,packingnya mantap sih. pemasangan juga mudah cukup pakai obeng dan tangan. meja stabil tp beban di atasnya sepertinya tidak bisa terlalu berat. overall bagus.,5
Rizky,Meja laptop belajar dan tulis kerja kayu premium edition,"sampai dengan selamat dan cepat, belum dipasang, semoga tidaknada kendala, sukses selalu gan",5
Putu,Meja laptop belajar dan tulis kerja kayu premium edition,barangnya sesuai dgn gambar. bahannya tidak terlalu kokoh sih. sesuai dgn harga..,5
Oka,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,untuk yg 4 cm terlalu tipis ternyata klo dipakai duduk. harusnya yg 8 cm. produknya bagus ko,5
A***i,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"sesuai request, cepet bgt sampainya. Perlu diberi tambahan siku agar kaki2 jd kokoh. bagus kok, shipping nya jg cepet, kurir jg komunikatif...trm ksh seller, kurir dan to...",5
Esty,kursi / bangku / alas duduk bulat puff edition - Amapari,"Hasil memuaskan, warna bagus dan produk pengerjaannya rapih, pengiriman juga aman, seller komunikatif👍",5
Grace,LINK PEMESANAN CUSTOM BANTAL/SARUNG ONLY/BUSA ONLY,"pelayanan bagus, hasil sesuai pesanan & rapi, tepat waktu, cs komunikatif",5
S***y,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"cukup, hanya besi untuk penahannya sangat tidak kokoh, goyang kalo d pegang,, kalo untuk meja komputer kursng cocok",3
Marcellius,Meja tulis / meja kerja dan belajar serbaguna | MSB08,Produk kurang sempurna...,3
Syahrul,Meja kerja / belajar / komputer / laptop square edition | MSB13,"bintang 3 aja dah, masalahnya ni mejanya jadi reyot haha. karena kaki-kakinya ga sama ukurannya mau dari diameter atau tingginya. mau refund juga dah kagak bisa mungkin y...",2
Tommy,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,"Bahan kayu bagus, presisi. Cuma kekuranganya platnya kurang tebal, sekrup tengah terlalu pendek. kekuatan gak ada. Meja jadi goyang, harus tambah tulang lagi supaya lebih...",4
Ruben,CUSTOM MEJA BELAJAR,Design nya simple tapi bagus dan cukup kokoh. Mudah dirakit. Penjualnya sangat komunikatif dalam perihal custom & pengirimannya,5
Rizal,Kaki Meja / Sofa Kayu / Wooden Table Legs Minimalis Heavy Duty | Lurus,👍👍👍👍👍😎,5
Kristin,Busa Rebounded Bulat Pengganti Bantal / sofa / matras - Archips,barang tidak sama dgn foto. jd yg datang kurang padat. tp ok lah.,3
Ara,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,Tidak ada ulasan,5
I***n,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,Sesuai pesanan..OK juga,5
Alma,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"Agak ringkih ya. Desainnya utk ukuran 80 x 40, terlalu ke dalam posisi kakinya. Jadi sempit ruang kaki",4
Y***a,CUSTOM BANTAL / CUSTOM BUSA / CUSTOM SARUNG BANTAL ONLY,Tidak ada ulasan,5
Ryan,Kaki Meja / Sofa Kayu / Wooden Table Legs Minimalis | Miring,Mantap,5
Kira,UBO - Meja outdoor dan meja kopi coffee table bulat,Bahannya bagus Packing aman 👍 Berfungsi dengan Baik!,5
Bagus,Meja kerja / belajar / komputer / laptop square edition | MSB13,Meja Ringkih,1
Bagus,Tambahan Packing Kayu untuk JNE Trucking,Meja ringkih,2
Bagus,Tambahan Packing Kayu untuk JNE Trucking,Meja ringkih,2
Willy,Wooden Card Holders / Tempat Kartu Kayu / Nomor / Brosur Meja,"barang sesuai deskripsi untuk warna 2 2 na sesuai, pengiriman jg sampai cepat dan tidak ad kendala",5
